fips,state,county,cases,white_cases,black_cases,hispanic_cases,native_cases,asian_cases,TOT_POP,WH,BA,AA,IA,HI,GDP,pov_perc,Med_inc,Unemployment Rate,traffic_vol,house_burden,ownership,residential_seg,food_index,pop_to_phys,water_violation,air_pollution,Uninsured adults raw value,exercise_opp,income_ineq,crime_violent,high_sch_grad,some_college,soc_association,perc_high_cost,perc_overcrowding,perc_plumb,lng_commute,life_exp,pre_mortality,phys_distress,ment_distress,diab_prevalence,food_insecure,food_access,perc_rural
1001,AL,Autauga County,119,44,21,0,0,0,55869,42607,11237,656,266,1671,1690937,13.8,"59,338",2.7,88.457040416,0.1340348117,0.7489462467,23.628395199,7.2,2220.16,0,11.7,0.1114898915,0.6913012406,5.2345972691,272.28222006,0.9,0.6200997368,12.071202076,0.128267183,0.0120192308,0.0134615385,0.396,76.879477172,417.54755051,0.1368522862,0.1412934665,0.111,0.132,0.11991125,0.4200216232
1003,AL,Baldwin County,201,144,6,0,0,0,223234,195198,19593,2380,1742,10534,6606080,9.8,"57,588",2.7,86.997429882,0.1172580795,0.7361934319,31.825343231,8,1371.7935484,0,10.3,0.1434852477,0.7371354895,4.4177666786,203.66039629,0.863615768,0.6737161982,10.205617322,0.1227738802,0.0127079175,0.0047904192,0.417,78.450258368,353.34311052,0.1248010767,0.1347533556,0.107,0.116,0.054244266,0.4227909911
1005,AL,Barbour County,91,5,32,0,0,0,24686,12134,11906,116,170,1117,851956,30.9,"34,382",3.8,102.29176221,0.1405954631,0.6139777923,23.449712509,5.6,3158.75,0,11.5,0.1608583414,0.5316676986,5.6814100186,414.27786068,0.8141025641,0.3485764862,7.5187969925,0.1344594595,0.0168859649,0.0060307018,0.322,75.34193493,497.35006209,0.171848975,0.1658625221,0.176,0.22,0.1073966657,0.677896347
1007,AL,Bibb County,50,17,5,0,0,0,22394,17191,4763,48,103,623,424510,21.8,"46,064",3.1,29.335580011,0.0988687432,0.7507309942,52.600205502,7.8,2060.7272727,0,11.2,0.13,0.1625136374,4.3685805106,89.349125982,0.8376383764,0.4413735343,8.3818598906,0.0997827661,0.0025531915,0.0070921986,0.498,73.571820279,589.04111681,0.1362657549,0.1401753635,0.145,0.143,0.0260162701,0.6835260746
1009,AL,Blount County,37,15,0,0,0,0,57826,55412,978,185,370,5582,942904,13.2,"50,412",2.7,33.411781963,0.0846225729,0.7862621359,17.694494741,8.4,4462.5384615,0,11.7,0.1708234188,0.1563448589,4.4302623315,482.69061089,0.9346879536,0.5336107325,8.4463827073,0.0785144566,0.018913676,0.0109117362,0.594,74.145825897,515.61182276,0.1452316434,0.1485927083,0.17,0.107,0.0288014982,0.8995150204
1011,AL,Bullock County,125,0,106,0,0,0,10101,2689,7097,21,84,864,256130,42.5,"29,267",3.6,4.0665381995,0.1850152905,0.7553338875,30.618760426,4.3,3436.3333333,0,11.2,0.1524096386,0.0250137438,7.4101959944,311.0273327,0.7024793388,0.3497609415,7.7602095257,0.1521044993,0.0011251758,0.0309423347,0.46,73.530894789,562.24752995,0.1688096852,0.1585477602,0.237,0.248,0.1974335074,0.5137438153
1013,AL,Butler County,263,65,166,0,0,0,19448,10127,8747,279,77,289,632592,24.5,"37,365",3.6,19.311067904,0.1154595648,0.6994633274,37.511848048,6.6,3965,1,10.6,0.1450576534,0.4857974889,5.4235955818,581.58400519,0.8158995816,0.4167875648,9.079445145,0.1169230769,0.0169381107,0.0039087948,0.323,72.918309203,609.16970743,0.1669670739,0.1691536387,0.192,0.206,0.0292612193,0.7123215735
1015,AL,Calhoun County,124,72,23,0,0,0,113605,85322,24213,1024,605,4614,4428092,19.5,"45,400",3.5,109.89916308,0.1172243222,0.6947349721,40.68118287,6.9,1571.6164384,0,11.8,0.1538868712,0.477212158,5.0238964487,756.06654427,0.9236804565,0.5924398864,14.469004951,0.1182493249,0.0154204571,0.008431329,0.312,73.039108585,574.56384163,0.1475440129,0.1519150739,0.175,0.157,0.0917856658,0.3369682556
1017,AL,Chambers County,301,81,181,0,0,0,33254,18970,13365,374,109,871,2218892,18.7,"39,917",2.9,20.271586909,0.1238102792,0.677641314,25.672844447,6.4,2408.0714286,0,11.4,0.1522631684,0.6186467923,4.7449321347,528.99973623,0.8623853211,0.4846033403,17.79728888,0.1237707948,0.0403610108,0.0093862816,0.318,74.291076031,511.62651724,0.1524778731,0.1549667308,0.199,0.179,0.1032855828,0.4914803449
1021,AL,Chilton County,65,27,0,0,0,0,44428,38677,4596,217,250,3636,965008,17.3,"47,547",2.7,28.80120495,0.1215950219,0.7484926273,33.224416226,8.1,4896.3333333,0,11.2,0.1750468398,0.4629379282,5.1076679484,507.81072095,0.8820598007,0.3990556964,15.204120998,0.1066060606,0.0288808664,0.0081227437,0.503,74.926750554,519.63080554,0.145909916,0.1517709983,0.186,0.131,0.0146053096,0.8674472424
1023,AL,Choctaw County,117,21,52,0,0,0,12589,7191,5255,25,26,128,620190,22.1,"39,907",4.7,17.189832601,0.0938957615,0.7968224299,44.701274253,6.4,2589,1,10.1,0.1411301277,0.2893426654,5.8600957203,128.41466262,0.7863247863,0.5800865801,19.312475859,0.0883977901,0.0134892086,0.0125899281,0.44,74.053901547,536.1178615,0.1530866335,0.157700207,0.174,0.195,0.0729041905,1
1025,AL,Clarke County,85,5,47,0,0,0,23622,12518,10635,103,133,310,902154,22.8,"40,741",5.8,66.287632266,0.1283643892,0.6747168198,19.663559978,5.4,1852.5384615,0,10.4,0.1531550802,0.2527000348,8.4689826303,475.31243598,0.9090909091,0.382299601,16.193995765,0.1113174695,0.0150706436,0.0047095761,0.35,74.787459811,492.46124259,0.1591394417,0.1637406837,0.224,0.229,0.111547123,0.7598033523
1031,AL,Coffee County,156,48,0,12,0,0,52342,39669,9216,878,734,4171,1598712,13.8,"55,122",2.9,58.321196812,0.0945766845,0.6479357219,29.59042195,7.5,1852.6428571,0,10.9,0.1528678951,0.5372387283,4.658772634,276.20804419,0.925170068,0.6377096238,14.650884836,0.1050299713,0.0139354839,0.0059354839,0.268,76.710348557,429.80914405,0.1343336232,0.1409976691,0.161,0.142,0.0598120314,0.4719508289
1033,AL,Colbert County,109,28,19,0,0,0,55241,44440,8959,374,382,1789,3066841,13.8,"49,055",3.7,80.776854508,0.1176300578,0.7270516996,24.168040449,7.4,1557.1428571,0,10.7,0.1212130609,0.5573234365,4.7582009157,400.00735646,0.9213675214,0.5466543892,16.880733945,0.1275395551,0.0067857951,0.0085953404,0.276,74.665950403,510.43682764,0.1388070038,0.1435762148,0.162,0.147,0.0655170454,0.4389468656
1039,AL,Covington County,43,16,0,0,0,0,37049,31311,4638,186,280,687,1288409,19.9,"40,203",3.4,42.463348946,0.1001214026,0.740271855,39.087432192,7.6,1952.2105263,0,10.5,0.1529156034,0.5023434397,4.9163307041,331.12142449,0.9490291262,0.5361058151,12.671195945,0.1036687984,0.0158102767,0.0131752306,0.285,73.994503819,546.12854034,0.1401217505,0.1489160768,0.153,0.146,0.0437032675,0.6965179399
1041,AL,Crenshaw County,45,11,5,0,0,0,13772,9939,3289,152,91,333,433890,19.5,"39,057",2.8,57.646953199,0.087624405,0.7381094527,13.084857397,6.2,6935.5,0,10.7,0.1560636183,0.2235006472,5.4902610309,331.90736097,0.8908045977,0.4490782714,10.092999784,0.0902255639,0.0071889401,0.0036866359,0.414,74.659042119,535.43847355,0.1436408775,0.1504905077,0.182,0.158,0.1703906038,1
1043,AL,Cullman County,58,38,0,0,0,0,83768,80188,1156,607,539,3752,2810701,14.5,"45,796",2.6,51.370290123,0.0994137847,0.7458184185,24.178496341,8.2,1799.0217391,0,11.6,0.1622100084,0.4165360794,4.4355847084,129.39228552,0.9051987768,0.5037848997,11.721346142,0.1014420686,0.0175353925,0.0120656371,0.329,74.539745814,493.62351555,0.1385632217,0.1465504739,0.193,0.118,0.0310960625,0.7323955924
1045,AL,Dale County,59,5,5,0,0,0,49172,36273,10314,713,422,3450,2807124,16.2,"45,309",3.1,41.485754492,0.129055881,0.601981789,29.982801304,6.7,5469.5555556,0,11,0.1248971193,0.4638713657,5.0630993588,436.72141878,0.9031620553,0.5764951321,10.563523341,0.1223274696,0.0146315509,0.006650705,0.248,75.05295351,500.93101771,0.1486292591,0.1504696997,0.158,0.161,0.1055938033,0.5088853953
1047,AL,Dallas County,166,0,124,0,0,0,37196,10259,26300,167,114,429,1330950,31.4,"34,035",5.5,60.708334698,0.1661131775,0.5978819785,50.395393193,4.6,1352.2413793,0,11.1,0.1370767594,0.5963715199,6.0589055706,924.56116843,0.8619329389,0.5067367729,11.985209741,0.1760827408,0.0444099379,0.0164596273,0.266,71.185071339,663.93191481,0.1800303087,0.1803002782,0.159,0.272,0.1155627093,0.4563897764
1051,AL,Elmore County,192,101,53,0,0,0,81209,61461,17179,610,413,2563,1902516,11.2,"60,367",2.6,57.061953869,0.1028326675,0.7370552105,26.136485957,7.6,3889.3809524,0,11.9,0.1100243976,0.5173070376,4.3829684287,238.67666368,0.861572536,0.5472688133,10.896580433,0.0971709717,0.0114226376,0.0076150917,0.461,75.911969236,431.00084919,0.1263679152,0.1382924658,0.158,0.133,0.0694302171,0.5418836614
1053,AL,Escambia County,22,0,7,0,0,0,36633,22815,11450,122,1428,952,1270995,23.6,"38,418",3.5,35.83380504,0.1052069645,0.6878909741,34.723184838,6.6,2880.5384615,0,10.2,0.1894849349,0.4813017041,5.5181557933,446.24531575,0.8779220779,0.3753066231,14.420380805,0.0959937767,0.0229035833,0.011082379,0.29,72.907359326,609.0333251,0.1625681005,0.1634386849,0.188,0.184,0.0721994003,0.6351157389
1055,AL,Etowah County,183,93,43,0,0,0,102268,82501,16102,841,627,4230,3153479,17.5,"44,903",3.3,140.04365706,0.0934439608,0.7190344792,58.780471375,7.1,1238.0120482,0,11.5,0.1596350062,0.4949439816,4.711496399,603.96261974,0.9027205276,0.5523425331,15.765656172,0.0948464208,0.016194332,0.005187247,0.286,73.034731692,571.45129144,0.1487629511,0.1506259797,0.157,0.146,0.0940061663,0.3748348176
1059,AL,Franklin County,444,154,0,192,0,0,31362,28757,1373,114,522,5606,985758,19.2,"39,388",2.8,40.926371899,0.0788465223,0.7056199822,51.007297007,7.9,2249.6428571,0,10.5,0.1986769331,0.5814723694,4.4014483284,264.23443643,0.9210526316,0.4106716886,9.5253214796,0.0860026327,0.0410431808,0.0094057289,0.376,74.646282685,491.58102343,0.1593641365,0.1613812802,0.148,0.129,0.0412061939,0.7036651527
1061,AL,Geneva County,17,6,0,0,0,0,26271,22895,2445,92,293,1095,560428,21.3,"37,823",2.9,44.822864237,0.1167278448,0.7080828323,19.959487346,7.8,3302.625,0,10.6,0.1814714971,0.2020530049,4.981861999,413.57112113,0.9028776978,0.4335687305,8.7051966239,0.0850310856,0.0168934772,0.0051618958,0.405,73.794841437,552.91344004,0.1522383675,0.1580666054,0.169,0.148,0.009307848,0.8964165733
1063,AL,Greene County,71,0,42,0,0,0,8111,1500,6482,23,31,139,256197,30.1,"28,524",5.6,35.065799685,0.1897983393,0.6873096447,9.6748404393,3.2,2082.5,0,10.5,0.1468769985,0.0622443339,5.8778148906,669.34404284,0.7752808989,0.5028216704,9.6038415366,0.1627118644,0.0322061192,0.0254428341,0.422,74.796604716,570.70560123,0.1944458471,0.184575285,0.145,0.297,0.2134247572,1
1065,AL,Hale County,87,5,36,0,0,0,14651,5963,8500,44,39,209,306727,25.6,"34,724",3.9,42.621492226,0.1377281947,0.7147401909,37.656048692,6.1,4937.3333333,0,10.8,0.1367974549,0.2989847716,6.3620112716,208.55807264,0.9128205128,0.4672897196,6.0761544693,0.1343642612,0.0284033613,0.0090756303,0.495,74.117018606,584.01010754,0.1725489044,0.1702607577,0.178,0.222,0.0464750699,0.8916878173
1067,AL,Henry County,38,5,10,0,0,0,17205,12315,4454,73,79,463,383534,17.9,"46,027",3.6,29.318003398,0.0893697084,0.8280101964,24.972358092,7.9,3429.4,0,10.9,0.1530559836,0.2530921281,4.8983823919,197.37229718,0.9790575916,0.5346508564,13.996617484,0.0955937267,0.0087847731,0.0057101025,0.371,76.232349375,465.98898866,0.141630146,0.1483030089,0.166,0.142,0.0214216797,0.8775286094
1069,AL,Houston County,141,55,40,0,0,0,105882,72872,28976,1137,574,3631,4923509,16.5,"47,993",3.0,139.95730138,0.1238057325,0.6557715334,43.911412844,7.1,1185.75,0,10.7,0.1443704945,0.6654455572,5.1415914861,487.78848416,0.9091743119,0.5928853755,11.979376306,0.1236903226,0.012193573,0.0040645243,0.258,75.866636949,440.51539181,0.1437045324,0.1519766223,0.135,0.165,0.0628260594,0.3380405133
1071,AL,Jackson County,48,36,0,0,0,0,51626,47173,1803,301,853,1584,1483373,19.7,"41,929",3.3,29.91325272,0.1033555603,0.7409095317,22.512196287,7.9,1853.8928571,0,11,0.1649047246,0.4719033573,5.0405832634,316.98494808,0.9011725293,0.4467778134,9.054306575,0.0821363754,0.0203058411,0.0102782652,0.371,73.807252187,550.53203392,0.1530583041,0.1580285361,0.165,0.136,0.0327251054,0.7701730325
1073,AL,Jefferson County,1613,613,726,5,0,0,658573,349516,286261,11786,1864,26873,46959136,16.1,"55,013",2.9,419.07184692,0.1513814359,0.6279912925,60.312249375,6.3,929.75599436,0,13.4,0.1269599677,0.7862774995,5.3402985075,872.75002018,0.8873381114,0.681047602,14.441813297,0.1538760897,0.0137522682,0.009282781,0.331,74.671162642,500.81878142,0.1371110804,0.1456821527,0.129,0.178,0.1227159061,0.0983376515
1077,AL,Lauderdale County,110,57,0,0,0,0,92729,80633,9289,758,414,2652,2810564,14.0,"48,707",3.3,108.45939758,0.1091323824,0.6848418757,43.609648317,7.6,1968.893617,0,11,0.1407030578,0.6549202343,4.5232429162,268.60320916,0.9438528558,0.5932700033,14.804728868,0.1122138415,0.0121220021,0.0063868613,0.29,76.169526048,448.1761694,0.1409689061,0.1457050903,0.138,0.14,0.0503807409,0.4929510619
1081,AL,Lee County,436,197,171,0,0,0,164542,116411,37738,6860,597,6091,6818940,19.0,"48,937",2.7,120.03427766,0.1749991129,0.603321375,30.178651198,6.4,1901.2235294,1,12.1,0.127768885,0.6774904276,6.3365767089,415.63740099,0.9114302813,0.7265278009,8.0443553377,0.1756158072,0.0198618307,0.0068221071,0.28,78.225980277,356.37386853,0.1382912449,0.1472367357,0.09,0.17,0.1224950372,0.2740949896
1083,AL,Limestone County,51,11,0,0,0,0,98915,80121,13762,1663,832,6149,3717509,11.4,"64,863",2.6,49.284102759,0.0951764744,0.7801780489,31.651298175,8.1,2950.0625,0,11.8,0.1405203275,0.6096736005,5.1272066936,160.12374188,0.9200743494,0.5879575447,9.1099764835,0.0909090909,0.0202650039,0.0071706937,0.412,77.701355287,377.45524586,0.135740957,0.1411353788,0.138,0.122,0.0351835386,0.5760914208
1085,AL,Lowndes County,144,0,105,0,0,0,9726,2527,7043,47,34,181,440613,25.1,"33,973",5.7,11.478990359,0.1673034934,0.7366028708,25.472077125,4.6,10076,0,10.9,0.1381935047,0.0486768741,6.4781650131,671.01922379,0.9130434783,0.3520647084,5.954743946,0.1720873786,0.0115566038,0.0235849057,0.618,71.159703018,687.97033951,0.1761559354,0.1700707636,0.139,0.264,0.1306214495,1
1087,AL,Macon County,44,0,24,0,0,0,18068,3130,14522,108,49,343,502444,30.2,"32,495",4.3,14.698931079,0.1825291427,0.6574571167,55.065693113,4,2679.2857143,1,11.7,0.1307595305,0.3133973522,6.7510675025,734.31241656,0.8,0.5603470944,6.9314849374,0.1802835052,0.0157927985,0.010739103,0.374,73.161821932,615.60827622,0.1720494401,0.1705954112,0.23,0.256,0.2163866443,0.5554726832
1089,AL,Madison County,269,117,70,0,0,0,372909,256828,92709,9978,2998,19352,23840513,11.9,"63,755",2.5,199.0231982,0.1104709472,0.6722613868,39.969107161,7.5,1131.8056426,0,11.6,0.1183323748,0.6931343355,5.2404808813,610.72315915,0.9319437469,0.7319534338,10.801947674,0.1067795997,0.0125044659,0.0067166845,0.26,77.405389741,393.11560371,0.1305633916,0.1387830515,0.135,0.138,0.0746734512,0.1644151477
1091,AL,Marengo County,90,5,57,0,0,0,18863,8793,9738,57,48,528,746802,24.0,"37,733",3.5,81.482563457,0.1549066113,0.7122811535,28.801919902,5.5,2767.8571429,0,10.6,0.1255847427,0.429352737,7.4839429514,449.41524948,0.9090909091,0.5073642559,17.032258065,0.167746114,0.0122699387,0.0220858896,0.332,73.185043444,587.15582697,0.1675852132,0.1686578076,0.176,0.22,0.1262897065,0.6931564179
1093,AL,Marion County,86,65,5,0,0,0,29709,27939,1147,98,124,800,908475,20.2,"37,887",3.4,56.105226118,0.0950420312,0.7536030134,30.003377227,7.9,2983.3,1,10.5,0.1447594247,0.4703340265,4.7880871297,295.8973336,0.902173913,0.5560644113,10.391177555,0.0938974776,0.0128153785,0.0088105727,0.295,74.469236806,536.10616481,0.1472868105,0.1523341228,0.204,0.133,0.0325454263,0.8885495191
1095,AL,Marshall County,539,160,0,281,0,0,96774,89814,3078,683,1074,14272,3403815,18.3,"46,233",2.5,64.654921157,0.1202063107,0.7036623109,26.62089659,8,1802.7924528,0,11.8,0.207977208,0.5441898967,4.9171490989,286.26908241,0.9228934817,0.5202993291,10.256624942,0.1068776808,0.0320661637,0.0103017992,0.314,74.353860143,519.5506984,0.1535998147,0.1581151737,0.118,0.122,0.0518750541,0.5326868704
1097,AL,Mobile County,1236,369,632,0,0,0,413210,243845,149709,8559,3880,12443,19930388,20.8,"43,598",3.7,252.62364518,0.1477392788,0.648908112,50.62611551,6.4,1489.0467626,1,10.8,0.1524828305,0.7021758291,5.2716083606,548.14738002,0.8370992038,0.5952648535,11.66793492,0.1478324323,0.0193504473,0.0076494231,0.365,75.093559904,495.73038931,0.1441975759,0.1558144539,0.14,0.179,0.102659253,0.2002024252
1101,AL,Montgomery County,951,143,677,0,0,0,226486,80422,134356,7424,765,8344,14237190,20.1,"49,640",3.1,359.06387109,0.1699072412,0.5858073134,47.990036502,5.5,1025.5475113,0,11.9,0.1433731655,0.7378478656,5.4882044561,531.7145579,0.8160813309,0.6219480477,15.045489442,0.1655950367,0.018442623,0.0089167036,0.208,76.128189581,445.32371856,0.154186848,0.1494974453,0.139,0.207,0.1457214106,0.1049123006
1103,AL,Morgan County,144,47,10,11,0,0,119679,99114,15665,819,1292,10466,5631419,13.2,"52,797",2.6,123.4341194,0.1017697092,0.7213775577,46.178823159,7.9,2048.5862069,0,11.6,0.1487256158,0.592292242,4.5953668693,180.73324863,0.9019607843,0.5590875346,12.540187514,0.1137638904,0.0204700531,0.0048738222,0.349,75.536497459,463.400906,0.1373709445,0.1441293756,0.127,0.129,0.0408420181,0.3859737217
1105,AL,Perry County,10,0,10,0,0,0,8923,2698,6063,56,29,144,197656,35.3,"26,814",5.2,23.589110522,0.1847826087,0.7275089315,19.64016455,4.9,3113,0,10.7,0.1505487679,0.5272401095,4.7147055942,381.4147018,0.9306930693,0.5463970969,10.707784559,0.1487603306,0.040625,0.009375,0.379,72.254090699,647.04292026,0.2116117772,0.2000202549,0.158,0.286,0.0488511751,1
1107,AL,Pickens County,61,10,10,0,0,0,19930,11568,7965,64,51,1044,420382,23.1,"37,586",3.5,32.215524233,0.1142773637,0.7395750332,34.963824997,7.1,2522,0,10.5,0.1461495742,0.0588473615,5.8220673802,166.21551028,0.9818181818,0.5334794739,9.9127676447,0.1318830727,0.0167979003,0.0032808399,0.528,76.015190638,440.05589269,0.163058679,0.1611280541,0.15,0.189,0.0089215884,1
1109,AL,Pike County,121,26,45,0,0,0,33114,19036,12529,620,232,802,1417893,23.6,"37,259",3.3,66.972580396,0.1640478863,0.5927946653,22.301019421,6.2,2079.1875,0,11,0.1598155204,0.5141797623,6.9534747745,564.40203486,0.8728522337,0.596498427,10.520936664,0.1540145985,0.01875,0.003125,0.255,75.440158656,518.45401023,0.1595066654,0.1584207391,0.123,0.21,0.0630434457,0.5167938235
1111,AL,Randolph County,103,44,19,0,0,0,22722,17719,4370,104,107,682,463437,19.7,"40,546",3.0,35.992721849,0.1093431772,0.7341200972,25.077081129,7.2,3238.5714286,0,11,0.1679012346,0.4066687034,5.0904265906,196.49835515,0.9180887372,0.4954383181,9.2633436259,0.1219941349,0.0391254315,0.0103567319,0.398,74.657088735,520.53875134,0.1447389808,0.1511384149,0.165,0.153,0.0681548308,0.8134246934
1113,AL,Russell County,88,5,54,0,0,0,57961,28946,26364,512,410,3378,1678883,21.7,"39,104",2.9,222.45746313,0.155959896,0.5981090589,37.993014518,6.6,3803,0,12.1,0.1488662883,0.6434925492,5.1985548225,504.99623939,0.8814589666,0.6146744115,9.9921114909,0.1338366507,0.0284307141,0.0152227446,0.382,73.48211671,572.30386786,0.1537895141,0.1555869717,0.19,0.192,0.0554670323,0.354089939
1117,AL,Shelby County,365,267,20,0,0,0,217702,179689,28997,4924,864,12635,11594728,8.0,"75,663",2.2,113.39836904,0.091641951,0.7967265856,25.92092223,8.6,1241.8895349,0,12,0.0991076382,0.8369838788,4.1800783881,263.62287755,0.9422158548,0.7646754728,11.142061281,0.0947284451,0.0094153279,0.0046089018,0.473,80.485750113,295.23595698,0.1172232451,0.1248584969,0.105,0.093,0.043024798,0.2294487018
1119,AL,Sumter County,150,0,113,0,0,0,12427,3187,8873,238,20,149,345945,34.7,"27,859",4.5,13.287572653,0.1828316611,0.6494947494,27.094271534,4.6,1812.4285714,0,10.4,0.14001657,0.3632202281,7.5608453045,435.48017419,0.7697841727,0.5698017714,9.4585008276,0.2264929425,0.0075819672,0.0143442623,0.428,73.806720663,573.99724748,0.1895297502,0.1815369912,0.205,0.277,0.1037288563,1
1121,AL,Talladega County,69,7,27,0,0,0,79978,51242,26411,556,348,1913,3170485,19.3,"41,630",3.4,69.264346917,0.1163458968,0.7129620785,28.2526784,7,3202.6,0,11.5,0.1312455791,0.4802104726,5.0086977531,468.57277443,0.9270239453,0.5201185513,12.364953475,0.1132806197,0.014144946,0.0108073744,0.34,73.132460576,573.7773418,0.1459414673,0.1553129034,0.163,0.172,0.0585466459,0.5581533825
1123,AL,Tallapoosa County,341,185,119,0,0,0,40367,28472,10901,236,180,1021,1347920,19.7,"42,205",3.0,44.024045928,0.1344226012,0.7284776265,35.233149437,7.2,2034.05,0,11.4,0.150748183,0.688052672,5.5557963164,638.9143409,0.8989247312,0.4988415199,14.011454979,0.1307066917,0.0364137087,0.0146878825,0.364,74.530869445,497.48238771,0.1451525338,0.1530771513,0.159,0.166,0.043249544,0.7422625913
1125,AL,Tuscaloosa County,448,181,158,0,0,0,209355,134441,67865,3390,776,8308,9793605,16.8,"52,557",2.7,229.95362607,0.1522011853,0.6315091394,49.148213629,7.1,1385.4066667,0,11.3,0.1172726208,0.7566065264,5.017339356,401.7177234,0.8852459016,0.6430493926,11.06774906,0.1520956359,0.0206558773,0.0063884157,0.253,76.260147716,430.20854157,0.138765712,0.1510711577,0.119,0.164,0.0649404256,0.2550807578
1127,AL,Walker County,212,115,29,0,0,0,63521,57760,3934,364,367,1681,2279488,17.9,"45,434",3.3,27.610995776,0.1022915692,0.7607045854,30.509477071,7.5,2463.7692308,0,11.6,0.1498498015,0.4398490071,5.0501617171,449.85017832,0.9035846724,0.5290789474,14.674201505,0.1011868839,0.0170668783,0.008136535,0.399,70.310740862,704.94002426,0.1573529864,0.1626208801,0.142,0.146,0.0521006974,0.7408799964
1129,AL,Washington County,52,25,0,0,0,0,16326,10776,3804,187,1304,264,930752,17.6,"44,424",4.6,15.062123163,0.0775264502,0.8380223073,33.119125975,7.2,5510.3333333,0,10.1,0.1754565976,0.1828678687,5.0490407748,243.10453495,0.9267241379,0.4956622325,15.123102051,0.0672834315,0.0163532298,0.0194603434,0.534,74.318874463,521.47871594,0.1524625807,0.1548222636,0.166,0.172,0.0358356589,1
1131,AL,Wilcox County,96,0,65,0,0,0,10373,2868,7371,21,23,149,423124,33.4,"25,385",7.1,15.959194821,0.1102765449,0.6495793901,17.867719054,2.5,2679.75,0,10.4,0.1366954214,0.057412168,5.7628439936,644.66684699,0.8321678322,0.3944805195,6.530459931,0.1301349325,0.0060686016,0.0063324538,0.372,73.191235486,654.55711204,0.1740870559,0.1718663725,0.199,0.293,0.3046474603,1
1133,AL,Winston County,51,17,0,0,0,0,23629,22662,236,85,203,781,778730,18.6,"41,156",3.3,18.875757458,0.0877902276,0.7897479528,28.903441189,8,2372.2,1,11,0.1604117991,0.7637232478,4.3535994462,107.48016191,0.9285714286,0.5307092603,9.2740915606,0.0848094471,0.0169581346,0.0052994171,0.425,74.831254047,534.86864332,0.1475359464,0.1570415374,0.195,0.131,0.0265501285,0.8489217448
2020,AK,Anchorage Municipality,203,92,0,0,0,5,288000,183670,17195,28751,26179,26992,22478485,9.5,"82,113",5.1,462.57206722,0.1281612928,0.6085670835,30.967781278,8,905.71076923,1,,0.1468738795,1,3.837479855,1006.6571953,0.8060910869,0.7096464172,11.312832081,0.1212729358,0.0412022483,0.0072401639,0.136,79.313560574,353.42556208,0.1032867486,0.0999189961,0.078,0.121,0.0511383882,0.0411717942
2090,AK,Fairbanks North Star Borough,65,27,0,0,0,0,96849,73230,5148,3283,7916,7938,6310217,8.6,"74,268",5.4,107.78021727,0.1393301543,0.5850792868,21.457735395,7.7,1278.2435897,0,,0.1515454282,1,3.6745046518,,0.7387791741,0.7244573935,9.7288948176,0.1406627791,0.0556578388,0.0681206628,0.156,79.662175255,320.69454477,0.0911298748,0.1012658404,0.062,0.125,0.0727681988,0.3087076378
2110,AK,Juneau City and Borough,20,5,0,0,0,0,31974,21942,473,2210,3855,2236,2523878,7.3,"79,173",4.4,95.182467151,0.0861663286,0.6400447249,22.717549967,8.2,782.7804878,0,,0.1500711587,1,3.3742942619,714.15574964,0.8305084746,0.764157084,15.579235994,0.081255161,0.0444810544,0.0123558484,0.074,80.409839311,316.18200317,0.0886249484,0.0984692379,0.065,0.103,0.0590628333,0.2154436451
2130,AK,Ketchikan Gateway Borough,6,6,0,0,0,0,13901,9375,150,1133,1927,775,927658,9.1,"68,309",6.2,0,0.1355240132,0.6082222639,23.25868291,8.1,989.71428571,1,,0.1953569356,1,4.2136448782,358.29234226,0.8387096774,0.5986565911,13.712471132,0.1212880833,0.0431861804,0.0201535509,0.076,79.876762959,338.87774697,0.099509008,0.1050763248,0.092,0.13,0.0161387287,0.2318765304
4001,AZ,Apache County,1219,5,0,0,353,0,71887,16013,404,345,53915,4736,2983095,37.3,"33,652",9.9,14.330120694,0.0670131291,0.7839176269,90.418869697,2,3113.3043478,1,5.7,0.2299695552,0.1929444336,7.6315514721,108.96799672,0.7258842011,0.4947489136,3.4913275424,0.0733924612,0.1439276486,0.1661498708,0.393,72.923211086,598.95783457,0.1848383315,0.1800095848,0.168,0.242,0.4739151395,0.7406107553
4003,AZ,Cochise County,31,20,0,0,0,0,125922,110465,5676,2844,2216,44988,4910034,15.1,"49,164",5.7,36.781501597,0.1197550417,0.6916954315,24.867659463,6.8,1834.6470588,1,7.5,0.1229122577,0.5966607282,4.7430025445,333.03112998,0.87700409,0.6533899447,8.4164288692,0.1275737196,0.0290473289,0.0144221003,0.221,78.75697821,367.31385023,0.1280515415,0.1294441042,0.105,0.139,0.144701918,0.3630106741
4005,AZ,Coconino County,962,102,5,0,674,0,143476,94319,2180,2946,39384,20542,7718197,15.9,"60,187",5.5,106.37638816,0.1686530793,0.6057407564,59.290096122,6.1,1182.9915966,1,5.6,0.1484364802,0.828761875,5.0765069906,357.25313629,0.8159047315,0.7002411319,9.3765982838,0.1661647666,0.0735775362,0.0453921672,0.158,78.980005501,365.93229177,0.129361916,0.1335555706,0.075,0.18,0.1383168032,0.3146606557
